9.515e-23;9.515e-23;7.099e-23;7.099e-23;5.544e-23;5.544e-23;
2.189e-18;2.189e-18;2.315e-18;2.315e-18;2.295e-18;2.295e-18;
2.999e-13;2.999e-13;3.000e-13;3.000e-13;3.101e-13;3.101e-13;
-2.428e-10;-2.428e-10;-3.415e-10;-3.415e-10;-2.439e-10;-2.439e-10;
-2.124e-6;-2.124e-6;-2.011e-6;-2.011e-6;-2.523e-6;-2.523e-6;
0.0016;0.0016;0.0015;0.0015;0.0018;0.0018;
0.119;0.119;0.2103;0.2103;0.1384;0.1384;
0;0;0;0;0;0;


